sample_id,pae_mean,pae_max,pae_std,pae_median,pae_p10,pae_p90,pae_frac_lt_5,pae_frac_gt_15,pae_asymmetry
vdjdb_full_13221,6.7918644,20.3,4.375424,6.3,1.7,13.2,0.4145710059171598,0.041789940828402365,2.9405327
vdjdb_full_13227,4.932129,13.8,2.7910104,4.6,1.6,8.8,0.5556640625,0.0,1.9931641
vdjdb_full_13250,3.2512395,18.0,2.8307178,2.4,1.1500001,6.1499996,0.8765495867768595,0.00981404958677686,1.7927685
vdjdb_full_13251,2.9450693,14.8,1.7728933,2.7,1.3,4.6,0.9134948096885813,0.0,1.199827
vdjdb_full_13252,1.7384689,7.2,0.72792935,1.6,1.0,2.4,0.9896030245746692,0.0,0.36332703
vdjdb_full_13253,1.8578451,8.7,0.88267285,1.7,1.0,2.6,0.9810964083175804,0.0,0.43667296
vdjdb_full_13254,1.5498109,5.9,0.60174996,1.5,1.0,2.1,0.9966918714555766,0.0,0.2879017
vdjdb_full_13255,3.4800494,19.2,3.0521214,2.5,1.2,7.0599976,0.8424691358024692,0.012839506172839505,1.9110123
vdjdb_full_13256,2.4626184,8.8,1.2121886,2.2,1.2,3.9,0.9499054820415879,0.0,0.7673913
vdjdb_full_13257,2.8342502,9.2,1.3444755,2.7,1.2,4.6,0.919375,0.0,0.88025004
vdjdb_full_13258,2.9731097,18.9,2.4994385,2.2,1.2,5.5,0.8818525519848771,0.006143667296786389,1.6203214
vdjdb_full_13259,4.031405,14.8,1.987298,3.9,1.6,6.3199954,0.7401285583103765,0.0,1.196327
vdjdb_full_13262,2.84426,9.2,1.6388514,2.5,1.1,5.3,0.8877551020408163,0.0,1.0926021
vdjdb_full_13267,5.4047775,17.3,3.0120223,5.2,1.6,9.4,0.4722222222222222,0.005555555555555556,1.7944444
vdjdb_full_13268,5.6967993,15.4,3.7421496,4.5,1.3,10.9,0.5190311418685121,0.0017301038062283738,1.5856402
vdjdb_full_13273,5.1809573,18.3,2.9529967,4.9,1.8,8.8,0.5046826222684704,0.008324661810613945,1.9698232
vdjdb_full_13276,5.98564,17.1,3.2428615,6.0,1.7,10.1,0.4162330905306972,0.006243496357960458,1.7577523
vdjdb_full_13277,2.0890002,6.4,0.8280641,2.0,1.0,3.1,0.9933333333333333,0.0,0.3931111
vdjdb_full_13286,3.7319999,10.5,2.0220063,3.7,1.2,6.3,0.7077777777777777,0.0,1.1937779
vdjdb_full_13288,4.1864195,13.5,2.1203964,4.0,1.4,7.0,0.6805555555555556,0.0,1.5
vdjdb_full_13290,4.8028464,13.1,2.8970935,4.3,1.3,8.9,0.5445362718089991,0.0,1.5513315
vdjdb_full_13293,6.1496325,19.0,3.4675643,5.9,1.6,10.759997,0.3983673469387755,0.009795918367346938,2.0550206
vdjdb_full_13302,7.1079082,19.0,3.9527094,7.4,1.7,12.3,0.35275754422476585,0.01768990634755463,2.5321538
vdjdb_full_13313,5.636108,14.5,2.9750712,5.6,1.7,9.5,0.445369406867846,0.0,1.4978148
vdjdb_full_13317,5.6456814,17.0,3.6160505,6.0,1.2,10.4,0.4599375650364204,0.006243496357960458,2.1750262
vdjdb_full_13333,4.9501095,15.8,2.7052612,4.6,1.6,8.6,0.5361577794010226,0.0014609203798392988,1.4917457
vdjdb_full_13337,5.978394,19.7,3.3284914,5.6,2.0,10.3,0.40443213296398894,0.02146814404432133,2.4518006
vdjdb_full_13341,4.1631637,12.1,2.3143888,4.3,1.1,6.9,0.6129032258064516,0.0,1.4668055
vdjdb_full_13342,5.3898773,20.1,3.1996906,4.9,1.7,9.359998,0.5004081632653061,0.017959183673469388,2.2416327
vdjdb_full_13345,5.2136316,20.0,3.4394073,4.6,1.4,9.8,0.5525494276795005,0.02081165452653486,2.087617
vdjdb_full_13350,4.3914285,14.6,2.7398345,3.5,1.3,8.3,0.6089795918367347,0.0,1.1629387
vdjdb_full_13355,4.732422,13.5,2.4158137,4.5,1.6,8.0,0.5634765625,0.0,1.6203125
vdjdb_full_13357,2.6874228,8.2,1.2573564,2.5,1.2,4.4,0.941358024691358,0.0,0.8612654
vdjdb_full_13358,4.701796,16.9,2.7039557,4.3,1.6,8.1,0.6097959183673469,0.004081632653061225,1.8486532
vdjdb_full_13360,2.5348215,7.1,1.0063443,2.5,1.2,3.8,0.9757653061224489,0.0,0.62882656
vdjdb_full_13361,3.4179592,15.5,2.3833616,2.8,1.2,6.7599974,0.8138775510204082,0.0016326530612244899,1.8324898
vdjdb_full_13369,4.135629,10.7,2.2326193,3.9,1.3,7.1,0.6253443526170799,0.0,0.88429755
vdjdb_full_13370,5.6026664,15.8,3.1305437,5.7,1.6,9.5,0.46555555555555556,0.0033333333333333335,1.3697778
vdjdb_full_13374,5.6155915,17.6,3.12172,5.6,1.8,9.6,0.4579591836734694,0.004081632653061225,1.8048979
vdjdb_full_13375,3.6589103,11.6,1.783095,3.5,1.4,5.9,0.8036332179930796,0.0,1.2012111
vdjdb_full_13376,3.237565,8.4,1.3429486,3.2,1.4,4.9,0.9011446409989594,0.0,0.93423516
vdjdb_full_13377,5.451222,18.2,3.3942153,4.8500004,1.5,10.1,0.5111111111111111,0.0077777777777777776,1.6664444
vdjdb_full_13378,3.4860725,13.1,2.0164132,3.0,1.45,6.3,0.8122837370242214,0.0,1.5351212
vdjdb_full_13379,3.3407896,11.3,1.7177192,3.0,1.5,5.4,0.8649584487534626,0.0,1.2378117
vdjdb_full_13380,5.858594,19.3,3.7809587,4.95,1.6,11.6,0.5,0.0244140625,2.6867187
vdjdb_full_13383,2.8677685,8.7,1.3025646,2.7,1.4,4.7,0.9118457300275482,0.0,0.8407714
vdjdb_full_13389,4.2985535,15.6,2.680246,3.9,1.3,7.8,0.6245890861275477,0.0013149243918474688,1.5383301
vdjdb_full_13390,4.365378,19.3,3.2645452,3.5,1.2,8.7,0.6983938132064248,0.01665675193337299,2.3919096
vdjdb_full_13391,3.4016068,15.2,1.8821752,3.2,1.3,5.5,0.8765522279035792,0.0007304601899196494,1.2745069
vdjdb_full_13392,2.3372345,10.6,1.4009225,1.9,1.0,4.4,0.9328395061728395,0.0,1.0553087
vdjdb_full_13393,2.5392032,10.3,1.4334176,2.2,1.1,4.5,0.926829268292683,0.0,1.1257584
vdjdb_full_13396,2.3104107,6.2,0.9220376,2.2,1.2,3.5,0.9857227840571089,0.0,0.6041642
vdjdb_full_13397,2.051,10.2,1.1070904,1.8,1.0,3.1,0.970625,0.0,0.732
vdjdb_full_13399,3.661273,14.1,2.1082327,3.4,1.3,6.3,0.7614515169541939,0.0,1.2521119
vdjdb_full_13400,2.071267,9.0,1.0638795,1.9,1.0,3.1,0.9732302201070792,0.0,0.73146933
vdjdb_full_13405,5.1659975,15.3,3.0050695,4.7,1.5,9.3,0.5166204986149584,0.0006925207756232687,1.5167589
vdjdb_full_13406,4.6622853,14.0,2.2915528,4.5,1.7,7.8599977,0.603265306122449,0.0,1.6027755
vdjdb_full_13410,2.786125,15.3,1.8544965,2.4,1.1,5.0099974,0.89625,0.000625,1.27875
vdjdb_full_13413,2.6856039,9.8,1.466633,2.3,1.2,4.7,0.9131469363474123,0.0,1.1782273
vdjdb_full_13414,4.784765,14.9,2.6461627,4.5,1.6,8.5,0.5879501385041551,0.0,2.0138505
vdjdb_full_13416,4.9058747,16.4,2.779879,4.7,1.3,8.3,0.51875,0.0025,1.8575
vdjdb_full_13420,3.9776313,14.9,2.2981246,3.6,1.4,7.0,0.7659279778393352,0.0,1.6577562
vdjdb_full_13421,2.2393422,11.5,1.1719728,2.0,1.1,3.4699953,0.963718820861678,0.0,0.7818594
vdjdb_full_13425,2.9358025,7.8,1.6756284,2.9,0.8,5.2,0.8765432098765432,0.0,1.1703705
vdjdb_full_13426,2.5606837,6.6,1.1564952,2.5,1.1,4.0,0.9737015121630507,0.0,0.51097965
vdjdb_full_13427,4.0122786,11.7,1.9717398,4.0,1.4,6.6,0.7107180020811654,0.0,1.303642
vdjdb_full_13428,3.52,27.4,3.394039,2.5,1.2,6.7,0.85625,0.021875,1.79925
vdjdb_full_13429,2.4489455,14.8,2.0685966,1.8,1.0,4.519995,0.9129259058950784,0.0,1.2474852
vdjdb_full_13430,2.4621384,12.7,1.6840241,2.0,1.0,4.6,0.9132231404958677,0.0,1.1837809
vdjdb_full_13435,3.918027,27.1,3.7624533,2.7,1.3,8.3,0.8021694214876033,0.026859504132231406,2.1430786
vdjdb_full_13440,5.263813,15.2,2.8060243,5.2,1.6,8.9,0.47375,0.000625,1.9123752
vdjdb_full_13441,4.234254,26.1,4.4189305,2.5,1.1,9.5,0.7554240631163708,0.0440499671268902,2.5245233
vdjdb_full_13442,3.5005538,16.5,2.2166486,3.2,1.1300004,5.8,0.8344875346260388,0.0006925207756232687,1.6152356
vdjdb_full_13446,3.23225,19.4,3.0465221,2.4,1.1,5.4099975,0.89125,0.02125,1.8180001
vdjdb_full_13450,2.8938775,14.0,1.9090034,2.4,1.2,5.1,0.8922902494331065,0.0,1.3875284
vdjdb_full_13455,1.8504132,5.6,0.73088574,1.7,1.0,2.8,0.996900826446281,0.0,0.4731405
vdjdb_full_13459,3.5578513,13.1,2.267654,2.9,1.0800003,6.5,0.6666666666666666,0.0,0.9423324
vdjdb_full_13463,1.7133265,5.0,0.62993354,1.6,1.0,2.5,0.9984504132231405,0.0,0.38305783
vdjdb_full_13464,3.0075917,9.3,1.4218353,3.0,1.1,4.7,0.9183673469387755,0.0,0.8602448
vdjdb_full_13467,3.3589509,8.7,1.7282547,3.5,1.0,5.5,0.7746913580246914,0.0,0.5487654
vdjdb_full_13468,4.5958753,18.6,3.1465986,4.2,1.3,8.6,0.615,0.010625,2.08
vdjdb_full_13471,2.705679,12.3,1.9727608,2.1,1.1,5.5,0.8785185185185185,0.0,1.5016296
vdjdb_full_13475,3.7258518,29.0,3.8768263,2.8,1.2,6.4199953,0.861005949161709,0.023255813953488372,1.7426717
vdjdb_full_13476,2.2136831,12.3,1.3306032,2.0,1.1,3.3,0.9588967009194159,0.0,0.8200108
vdjdb_full_13477,3.6557531,18.9,2.8542702,3.0,1.2,6.4,0.8349769888231426,0.013806706114398421,1.7633137
vdjdb_full_13480,1.7016529,5.6,0.66927654,1.6,1.0,2.5,0.9979338842975206,0.0,0.4202479
vdjdb_full_13483,2.9224536,10.1,1.3239533,2.9,1.3,4.4,0.941358024691358,0.0,0.88379633
vdjdb_full_13487,2.0489879,11.9,1.4645675,1.7,1.0,2.9,0.9525925925925925,0.0,0.8515555
vdjdb_full_13490,2.4701247,11.1,1.5397336,2.0,1.1,4.8,0.9143990929705216,0.0,1.1903627
vdjdb_full_13491,2.6985536,9.6,1.3868256,2.4,1.2,4.6,0.9243918474687706,0.0,0.9111111
vdjdb_full_13492,2.885625,14.3,1.8174036,2.5,1.190001,4.9,0.905,0.0,1.33
vdjdb_full_13494,2.2101235,13.5,1.5602474,1.9,1.1,3.1,0.9496296296296296,0.0,0.92474073
vdjdb_full_13496,3.4556518,28.3,4.4100323,2.1,1.1,7.4199953,0.8685776095186587,0.04056246619794483,1.8164413
vdjdb_full_13498,2.394884,11.8,1.4108647,2.1,1.1,4.2,0.9309934562760261,0.0,0.9853658
vdjdb_full_13513,6.2292514,15.9,3.2968907,6.1,1.8,10.4,0.3733650416171225,0.005945303210463734,2.2197385
vdjdb_full_13515,1.6109262,3.9,0.5449563,1.5,1.0,2.4,1.0,0.0,0.29032257
vdjdb_full_13520,5.7846885,18.2,3.2725184,5.7,1.4,9.8,0.40484429065743943,0.01384083044982699,2.2233565
vdjdb_full_13522,4.4144735,13.7,2.2314622,4.4,1.5,7.169995,0.6322714681440443,0.0,1.4361496
vdjdb_full_13523,2.0233397,10.3,1.2612046,1.7,0.9,3.3,0.9599609375,0.0,0.83691406
vdjdb_full_13525,2.1283202,12.1,1.471765,1.7,1.0,3.669995,0.947265625,0.0,0.9628906
vdjdb_full_13526,5.9865766,21.1,4.136684,4.8,1.7,12.2,0.5119667013527576,0.037460978147762745,3.2976067
vdjdb_full_13527,2.103125,11.3,1.4034729,1.7,1.0,3.6,0.9482421875,0.0,0.9234375
vdjdb_full_13528,4.2990794,14.2,2.1671624,4.0,1.7,7.1,0.6877054569362262,0.0,1.7431952
vdjdb_full_13530,3.2721763,12.9,1.8126651,2.8,1.4,5.7,0.8475665748393021,0.0,1.4545455
vdjdb_full_13531,5.7816668,18.6,3.425575,5.4,1.5,10.309998,0.42777777777777776,0.021111111111111112,2.7064447
vdjdb_full_13532,2.4098215,6.6,0.9733662,2.4,1.1,3.7,0.9846938775510204,0.0,0.58750004
vdjdb_full_13534,3.0556474,11.7,1.6044211,2.8,1.3,5.1,0.8925619834710744,0.0,1.1544536
vdjdb_full_13535,3.2665555,9.4,1.5152423,3.25,1.2,5.3,0.8688888888888889,0.0,0.8388889
vdjdb_full_13536,1.7638917,4.9,0.6660779,1.7,1.0,2.6,1.0,0.0,0.39812696
vdjdb_full_13537,2.8226848,9.5,1.4148556,2.5,1.2,4.7,0.9157127991675338,0.0,1.0992717
vdjdb_full_13542,1.9705555,7.6,0.9129012,1.8,1.0,3.1,0.9877777777777778,0.0,0.6104445
vdjdb_full_13543,1.8621228,5.0,0.7089302,1.8,1.0,2.8,0.9989594172736732,0.0,0.43683663
vdjdb_full_13544,5.336222,15.4,2.693556,5.4,1.8,8.809998,0.44666666666666666,0.0011111111111111111,1.7991112
vdjdb_full_13546,3.1848075,16.6,2.1399422,2.7,1.2,5.4,0.8668054110301769,0.002081165452653486,1.525078
vdjdb_full_13547,5.4852448,20.6,3.6851628,5.3,1.2,10.4,0.46092037983929873,0.018261504747991233,2.3265157
vdjdb_full_13548,1.9466667,5.5,0.76408255,1.8,1.0,3.0,0.9988888888888889,0.0,0.49822217
vdjdb_full_13549,3.713889,17.1,2.82396,2.9,1.2,7.6,0.7933333333333333,0.0077777777777777776,2.0313334
vdjdb_full_13551,1.6580645,4.7,0.6320111,1.5,1.0,2.5,1.0,0.0,0.357128
vdjdb_full_13553,2.921212,15.5,2.0111167,2.4,1.2,5.0,0.8971533516988063,0.0018365472910927456,1.3943067
vdjdb_full_13555,1.6137358,4.1,0.5689857,1.5,1.0,2.4,1.0,0.0,0.31259105
vdjdb_full_13562,4.519896,16.9,2.4767783,4.2,1.5,7.8,0.6479238754325259,0.0025951557093425604,1.9560553
vdjdb_full_13565,7.0604897,18.1,3.7327003,7.0,1.7,11.759997,0.2783673469387755,0.022857142857142857,2.1719184
vdjdb_full_13566,6.159521,19.3,3.5507317,6.0,1.7,10.8,0.4287200832466181,0.01664932362122789,1.9040583
vdjdb_full_13567,1.6957613,4.9,0.5821221,1.6,1.0,2.4,1.0,0.0,0.2614187
vdjdb_full_13577,6.259596,20.7,3.9744158,5.4,1.7,12.019995,0.4426078971533517,0.04224058769513315,3.283196
vdjdb_full_13584,2.7353516,8.4,1.309692,2.6,1.0300003,4.5,0.943359375,0.0,0.91757816
vdjdb_full_13586,3.6777701,18.6,2.9013436,2.8,1.2,7.2,0.814404432132964,0.01038781163434903,1.9109417
vdjdb_full_13592,6.047068,19.0,3.4207258,5.6,1.6500001,10.8,0.40046296296296297,0.015432098765432098,2.6651235
vdjdb_full_13594,5.4093933,15.6,3.027436,5.3,1.4,9.4,0.450653983353151,0.0047562425683709865,2.202854
vdjdb_full_13595,6.5814505,19.5,3.5504403,6.5,1.9,11.2,0.33055885850178357,0.02140309155766944,2.6397147
vdjdb_full_1360,3.1673079,8.9,1.4337373,3.1,1.2,5.0,0.893491124260355,0.0,0.9647929
vdjdb_full_13601,4.1561065,19.7,3.263548,3.2,1.2,8.639991,0.7493112947658402,0.013774104683195593,2.2119377
vdjdb_full_13609,3.61262,10.6,1.8952196,3.5,1.2,6.220001,0.7681755829903978,0.0,0.82908094
vdjdb_full_13610,3.012574,10.5,1.5204343,2.8,1.3,5.1,0.8875739644970414,0.0,1.0393491
vdjdb_full_13619,7.8085613,25.8,5.2413473,7.2,2.0,15.5,0.29964328180737215,0.1070154577883472,3.3393579
vdjdb_full_13638,2.691082,8.1,1.286897,2.5,1.1,4.5,0.9512485136741974,0.0,0.4922711
vdjdb_full_13642,5.0248847,15.6,2.8838418,4.9,1.3,8.8,0.5004591368227732,0.0018365472910927456,1.8863177
vdjdb_full_13649,6.157544,16.8,3.949181,5.0,1.4,11.8,0.4984391259105099,0.003121748178980229,1.9433924
vdjdb_full_13650,4.096297,13.6,2.3085575,4.0,1.2,7.2,0.6844993141289437,0.0,1.2877915
vdjdb_full_13652,5.1170897,13.9,2.8130887,4.9,1.5,9.0,0.5029296875,0.0,1.7845705
vdjdb_full_13654,4.15744,10.7,2.0188265,4.1,1.5,6.8,0.6607700312174818,0.0,1.3508846
vdjdb_full_13656,5.026337,14.3,2.9457588,4.2,1.4,9.0,0.5363511659807956,0.0,0.83731145
vdjdb_full_13666,4.8090906,14.6,2.7763727,4.4,1.5,8.919994,0.5858585858585859,0.0,2.1515152
vdjdb_full_13667,2.6521332,8.3,1.3679161,2.4,1.1,4.4,0.9386056191467221,0.0,0.53173774
vdjdb_full_13668,5.027076,15.0,2.6152372,4.8500004,1.7,8.5,0.5173010380622838,0.0,1.7645328
vdjdb_full_13674,4.228062,16.2,2.2509873,4.1,1.5,6.9,0.6575,0.001875,1.343125
vdjdb_full_13680,2.4460056,7.4,1.0315078,2.4,1.1,3.7,0.9742883379247016,0.0,0.6470156
vdjdb_full_13682,5.564879,17.1,3.0217226,5.1,1.8499999,9.75,0.4688581314878893,0.007785467128027681,2.2429063
vdjdb_full_13691,3.0133486,10.0,1.7032963,2.7,1.2,5.1499996,0.8850308641975309,0.0,1.2510803
vdjdb_full_13694,5.389844,19.9,3.51964,4.6,1.5,10.3,0.5478515625,0.015625,2.5410156
vdjdb_full_13696,2.9375978,14.6,2.1120706,2.3,1.0,5.5,0.876953125,0.0,1.5654298
vdjdb_full_13702,5.3609376,17.1,3.7483275,5.0,1.0,9.5,0.49609375,0.03125,2.16875
vdjdb_full_13704,3.6025712,12.9,2.2600276,3.1,1.2,7.019995,0.783287419651056,0.0,1.6653811
vdjdb_full_13707,4.181885,13.8,2.3744364,3.8,1.4,7.5,0.6822498173849525,0.0,1.8778671
vdjdb_full_13714,4.8081317,13.8,2.5256681,4.6,1.8,8.1,0.5553633217993079,0.0,1.5643599
vdjdb_full_13718,3.9570217,15.5,2.6704626,3.2,1.3,8.0,0.7445987654320988,0.0007716049382716049,2.1424384
vdjdb_full_13719,2.4091694,6.6,1.0642031,2.3,1.0,3.9,0.9801038062283737,0.0,0.6692041
vdjdb_full_13720,5.4606404,20.4,3.4061263,4.9,1.6,10.1,0.5020661157024794,0.016012396694214875,2.4545455
vdjdb_full_13724,4.7168736,20.4,3.6238658,3.6,1.2,10.4,0.6610664718772827,0.016070124178232285,2.7070854
vdjdb_full_13731,6.8954377,19.0,3.9879408,6.7,1.7,12.2,0.38625,0.023125,2.605875
vdjdb_full_13733,4.930835,15.9,2.9166126,4.3,1.6,9.1,0.6042077580539119,0.0013149243918474688,2.5788298
vdjdb_full_13737,4.373003,15.3,2.9437623,3.7,1.3,9.1,0.6942148760330579,0.0009182736455463728,2.2479339
vdjdb_full_13739,8.66756,20.9,5.061232,8.5,2.2,15.5,0.3166089965397924,0.12024221453287197,2.6790657
vdjdb_full_13749,3.1185186,9.9,1.7312076,2.7,1.2,5.6,0.8487654320987654,0.0,1.3691357
vdjdb_full_13754,5.99043,16.7,3.7093217,5.55,1.5,11.469995,0.4638671875,0.0078125,2.046875
vdjdb_full_13761,2.3525715,9.2,1.6284848,1.9,1.0,4.5,0.9118367346938776,0.0,1.182204
vdjdb_full_13773,4.5544534,20.5,3.3528001,3.5,1.2,9.5,0.6611570247933884,0.012855831037649219,2.4771352
vdjdb_full_13774,4.2044897,17.9,3.169346,3.3,1.1,8.759997,0.6995918367346938,0.009795918367346938,2.2956736
vdjdb_full_13779,3.0467126,12.4,2.1794925,2.5,1.05,5.75,0.8693771626297578,0.0,1.4141868
vdjdb_full_13780,4.3491254,17.0,2.910245,3.5,1.5,8.1,0.699375,0.00875,2.1139998
vdjdb_full_13791,2.5493197,12.7,1.530567,2.2,1.2,4.1,0.93140589569161,0.0,0.98027223
vdjdb_full_13793,3.5575619,13.8,2.6081405,2.9,1.1,7.45,0.8032407407407407,0.0,1.9870372
vdjdb_full_13794,5.2487216,18.3,3.3572137,4.4,1.4,10.119995,0.5602629656683711,0.008035062089116142,2.6821039
vdjdb_full_13797,7.439119,20.0,5.0694547,6.8,1.5,14.719995,0.44352617079889806,0.08907254361799816,2.350046
vdjdb_full_13804,5.177227,17.7,3.1977918,4.8,1.5,9.419994,0.5151515151515151,0.0073461891643709825,1.8310376
vdjdb_full_13810,4.9171715,14.9,2.734198,4.6,1.7,8.6,0.5426997245179064,0.0,1.8527089
vdjdb_full_13812,6.3129506,17.6,3.5145862,5.6,2.1300004,11.6,0.41066481994459836,0.02077562326869806,2.3699446
vdjdb_full_13814,4.290625,12.6,2.492905,3.8,1.4,8.1,0.684375,0.0,1.9347501
vdjdb_full_13815,4.9289064,12.9,2.3749926,4.7,1.8,8.269995,0.5615234375,0.0,1.796875
vdjdb_full_13816,6.486621,17.9,3.5825214,6.0,1.8300003,11.5,0.3623046875,0.0224609375,2.6095703
vdjdb_full_13817,5.066358,19.1,3.3089237,4.4,1.3,9.6,0.5925925925925926,0.016203703703703703,2.5700617
vdjdb_full_13819,4.9892564,20.7,3.3525538,4.1,1.6,9.6,0.6229338842975206,0.015495867768595042,2.7274795
vdjdb_full_13820,4.8181643,16.3,3.1533995,4.1,1.4,9.5,0.625,0.0029296875,2.3851562
vdjdb_full_13822,3.7440464,14.7,2.3628385,3.4,1.3,6.619995,0.7516435354273192,0.0,1.457122
vdjdb_full_13823,6.155807,18.0,3.8056777,6.3,1.5,11.2,0.44777209642074506,0.014609203798392988,2.2277575
vdjdb_full_13825,6.0571876,18.4,3.4702122,5.3,2.2,11.1,0.45625,0.015625,2.7001252
vdjdb_full_13832,4.311846,18.4,3.2965794,3.4,1.2,9.0,0.7061524334251607,0.017447199265381085,2.3662076
vdjdb_full_13836,5.2363334,16.3,3.0808804,4.8,1.5,9.719995,0.5333333333333333,0.0044444444444444444,2.1571112
vdjdb_full_13840,4.714404,16.2,3.0799189,3.8,1.5,9.1,0.6385041551246537,0.0034626038781163434,2.4504154
vdjdb_full_13841,5.178356,18.1,3.5415902,4.2,1.5,10.7,0.6139438085327783,0.009365244536940686,2.9028096
vdjdb_full_13847,4.595675,17.1,2.607787,4.1,1.9,7.7,0.6349480968858131,0.006055363321799308,2.0013843
vdjdb_full_13857,4.7554283,16.4,2.969745,4.3,1.4,8.5,0.5575510204081633,0.0032653061224489797,1.7371428
vdjdb_full_13871,6.3017497,19.3,3.6453872,6.0,1.9,11.8,0.4,0.015625,2.6079998
vdjdb_full_13874,4.17357,17.6,2.68804,3.6,1.5,8.0,0.7639710716633794,0.0039447731755424065,1.9863249
vdjdb_full_13886,1.571065,4.8,0.59798074,1.5,0.9,2.3,1.0,0.0,0.2853395
vdjdb_full_13899,4.226111,17.7,3.0585794,3.3,1.4,8.6,0.73,0.01,2.1162224
vdjdb_full_13901,3.2435918,27.6,3.7330244,2.3,1.2,4.7599974,0.9118367346938776,0.0326530612244898,1.7714286
vdjdb_full_13904,5.559259,22.0,3.7042964,4.6,1.9,10.8,0.5532407407407407,0.03009259259259259,2.5320988
vdjdb_full_13910,3.1720164,8.8,1.4276752,3.2,1.2,5.0,0.8984910836762688,0.0,0.559122
vdjdb_full_13914,3.6371174,14.4,2.2642941,3.2,1.3,6.8,0.8380102040816326,0.0,1.6318877
vdjdb_full_1392,2.7405715,7.8,1.3310894,2.6,1.1,4.6,0.929795918367347,0.0,0.84669393
vdjdb_full_1394,3.1887972,16.1,2.4074655,2.5,1.1,6.219995,0.8622589531680441,0.0018365472910927456,1.7436181
vdjdb_full_13948,7.3683395,21.6,4.5890255,6.95,1.6,13.8,0.40484429065743943,0.052768166089965395,2.5868511
vdjdb_full_13967,4.627493,15.9,2.6834183,3.9,1.4300003,8.0,0.5734072022160664,0.0006925207756232687,1.2469529
vdjdb_full_13990,4.74324,17.0,3.003052,4.2,1.4,8.6,0.6326530612244898,0.01020408163265306,2.0686224
vdjdb_full_14,4.5949492,17.0,3.643511,3.3,1.2,10.219995,0.6850321395775941,0.02203856749311295,2.8082647
vdjdb_full_14031,2.8248725,8.0,1.1829168,2.9,1.1,4.2,0.9502551020408163,0.0,0.7119898
vdjdb_full_14053,3.6104164,15.8,2.441066,2.9,1.3,6.9,0.8101851851851852,0.0023148148148148147,1.801389
vdjdb_full_14083,2.2807372,6.7,0.9871637,2.2,1.1,3.5,0.9845422116527943,0.0,0.5200951
vdjdb_full_14088,5.0346885,13.8,2.7190375,5.1,1.45,8.3,0.48788927335640137,0.0,1.299135
vdjdb_full_141,7.6038504,18.4,4.022773,7.7,1.9,12.9,0.30697190426638915,0.02081165452653486,2.6682625
vdjdb_full_14102,4.5464573,16.8,2.7606127,4.0,1.6,8.4,0.6895544192841491,0.005113221329437546,2.1409788
vdjdb_full_14138,5.705078,17.2,3.1433668,5.6,1.7,9.8,0.431640625,0.0087890625,2.088672
vdjdb_full_14146,5.699357,17.6,3.5483737,5.0,1.6,10.9,0.4995408631772268,0.021120293847566574,2.401102
vdjdb_full_14159,8.595472,22.1,6.4420104,7.8,1.1,17.9,0.3936899862825789,0.24554183813443073,3.1706445
vdjdb_full_14202,2.2592595,5.2,1.0600231,2.3,0.8,3.8,0.9876543209876543,0.0,0.61234564
vdjdb_full_14276,3.9008753,19.3,3.028603,2.9,1.4,7.7,0.784375,0.011875,1.8367499
vdjdb_full_14296,5.291184,16.9,2.9077775,5.1,1.7,8.9,0.47183673469387755,0.006530612244897959,1.96
vdjdb_full_14297,5.7074285,15.9,3.2097914,5.9,1.5,9.5,0.46530612244897956,0.0032653061224489797,1.7949386
vdjdb_full_14371,4.4680004,13.7,2.5730913,3.6,1.4,7.8,0.55,0.0,1.1217778
vdjdb_full_14372,5.7070637,18.0,3.466071,5.1,1.5,10.2,0.49445983379501385,0.00554016620498615,1.7146814
vdjdb_full_1439,4.482618,17.2,2.782336,4.2,1.2,8.2,0.628808864265928,0.0034626038781163434,2.0425208
vdjdb_full_14392,4.238204,13.6,2.196601,3.8,1.7,7.1,0.6922448979591836,0.0,1.7632653
vdjdb_full_14409,4.107253,13.6,2.1610026,4.2,1.4,6.5,0.654320987654321,0.0,1.3549383
vdjdb_full_14475,3.8925605,14.3,2.176275,3.5,1.4,6.5,0.7569204152249135,0.0,1.5602077
vdjdb_full_14511,2.4554243,8.0,1.0872332,2.3,1.1,4.0,0.9710716633793557,0.0,0.8879685
vdjdb_full_14524,7.0914063,19.6,3.8878095,7.4,1.8,11.8,0.31640625,0.03515625,2.2472656
vdjdb_full_14548,2.931661,14.2,1.8175713,2.5,1.2,4.9,0.9013840830449827,0.0,1.234948
vdjdb_full_14549,4.1517243,14.4,2.0995667,4.0,1.4,6.7,0.7158145065398336,0.0,1.6741974
vdjdb_full_14562,3.4058273,13.8,1.8777484,3.1,1.4,5.6,0.8553590010405827,0.0,1.3935485
vdjdb_full_14572,4.887,26.0,3.6419487,3.9,1.7,9.2,0.671875,0.021875,2.6239998
vdjdb_full_14576,5.656122,13.9,3.8170786,4.3,1.2,10.8,0.5267857142857143,0.0,1.2755102
vdjdb_full_14593,4.8523417,17.8,2.6024563,4.6,1.6,8.0,0.5500459136822773,0.005509641873278237,1.8424243
vdjdb_full_14602,5.12924,15.3,2.6994445,4.8,1.6,8.7,0.5286160249739854,0.001040582726326743,2.091155
vdjdb_full_14615,4.9966664,20.4,3.4513137,4.0,1.7,10.1,0.6622222222222223,0.021111111111111112,2.4453335
