sample_id,pae_mean,pae_min,pae_max,pae_std,pae_median,pae_p10,pae_p90,pae_frac_lt_5,pae_frac_gt_15,pae_asymmetry
v241_ss_3_n0,5.377908,0.8,20.1,3.4776437,5.3,1.3,9.869995,0.4605263157894737,0.018698060941828253,2.056925
v2042_ss_1_n0,2.4925928,0.8,5.7,1.270732,2.4,0.8,4.4,0.9382716049382716,0.0,0.8370371
v2044_ss_2_n0,13.684163,0.8,29.5,10.518929,9.1,1.9400002,27.4,0.30857142857142855,0.39510204081632655,2.5555918
v242_rs_1_n0,11.326075,0.8,26.2,9.213479,6.75,1.5300003,23.8,0.4296875,0.404296875,2.5904298
v1895_ss_4_n0,11.382369,0.8,27.8,10.3316965,4.6,1.4,25.2,0.5289256198347108,0.39669421487603307,1.4784206
v353_rs_1_n0,3.6940312,0.8,13.7,2.2312357,3.2,1.3,7.0,0.7860422405876951,0.0,1.8479339
v971_ss_2_n0,11.831272,0.8,27.3,7.231113,13.0,1.7,20.4,0.25802615933412604,0.43876337693222356,2.7326994
v272_rs_3_n0,2.832154,0.8,7.2,1.3158193,2.6,1.2,4.7,0.9344432882414152,0.0,0.41810614
v799_rs_0_n0,13.333219,0.8,29.8,11.936002,5.8,1.4,28.9,0.444636678200692,0.3892733564013841,1.79827
v28_rs_3_n0,9.594766,0.8,23.4,6.4842467,8.0,1.8800002,18.3,0.36639118457300274,0.3021120293847567,2.419651
v453_rs_2_n0,4.3871884,0.8,17.6,2.4835265,4.25,1.5,7.1,0.6447368421052632,0.00554016620498615,1.811219
v241_rs_4_n0,2.422022,0.8,10.7,1.176307,2.2,1.2,3.6,0.9563711911357341,0.0,0.8058172
v528_ss_4_n0,3.630078,0.8,16.1,2.4316301,3.0,1.3300003,6.6,0.828125,0.00390625,1.6441405
v333_ss_0_n0,9.002875,0.8,20.6,6.0658426,7.9,1.4,17.1,0.37,0.244375,2.67475
v851_ss_2_n0,8.518141,0.8,22.6,7.0312877,5.1,1.6,19.2,0.49206349206349204,0.3123582766439909,1.9732425
v529_rs_0_n0,15.830556,0.8,29.0,11.607404,20.599998,1.2,27.9,0.3487654320987654,0.5154320987654321,1.2796296
v2120_rs_2_n0,12.135865,0.8,27.9,9.897512,7.1,1.8,25.5,0.3944485025566107,0.38349159970781593,2.496713
v494_ss_0_n0,12.978613,0.8,28.2,10.076084,8.75,1.8,26.2,0.3603515625,0.416015625,2.4357421
v87_rs_3_n0,9.989305,0.8,24.2,9.107296,3.7,1.3,22.2,0.563265306122449,0.40816326530612246,1.5025306
v1783_ss_3_n0,7.4083047,0.8,21.9,5.4814405,6.3,1.2,14.95,0.4472318339100346,0.09775086505190311,3.3567476
v843_ss_1_n0,6.855957,0.8,19.6,3.9999492,6.95,1.6,11.8,0.38671875,0.0205078125,2.0177734
v634_ss_1_n0,13.397322,0.8,29.3,11.897731,5.3,1.3,28.1,0.4846938775510204,0.4362244897959184,1.6456634
v1783_ss_1_n0,8.3690605,0.8,22.9,5.8684936,6.0,1.8,16.7,0.44,0.1836734693877551,2.7567346
v547_rs_0_n0,4.619391,0.8,15.9,2.5294085,4.2,1.6,8.1,0.6191135734072022,0.0013850415512465374,1.8759003
v60_rs_3_n0,6.057562,0.8,18.8,4.2768583,4.4,1.4,12.2,0.5385802469135802,0.008487654320987654,1.775
v646_ss_2_n0,10.087991,0.8,22.7,7.5484962,7.3,1.5,19.4,0.42092746730083236,0.4268727705112961,1.4806182
v937_rs_4_n0,6.6823244,0.8,18.8,3.7229533,7.0,1.7,11.3,0.3740234375,0.0146484375,2.125586
v2001_ss_0_n0,13.890235,0.8,28.8,10.65413,15.0,1.2,26.1,0.3828125,0.5,1.9210937
v2098_rs_1_n0,10.113581,0.8,24.2,5.746752,11.05,1.9,17.3,0.24653979238754326,0.21972318339100347,3.1237025
v431_rs_2_n0,3.246639,0.8,17.5,2.16799,2.8,1.3,5.1,0.8953004164187983,0.00297441998810232,1.3549078
v1907_rs_4_n0,1.5308642,0.8,3.3,0.6229444,1.4,0.8,2.3,1.0,0.0,0.17777777
v794_ss_4_n0,2.8192906,0.8,7.8,1.1942407,2.7,1.3,4.3500004,0.9480968858131488,0.0,0.7389274
v933_rs_3_n0,1.8358024,0.8,3.7,0.7905786,1.8,0.8,2.8,1.0,0.0,0.24444443
v863_ss_4_n0,3.3556216,0.8,9.9,1.6876342,3.1,1.2,5.6,0.8172255095332018,0.0,0.8593031
v322_ss_1_n0,9.773271,0.8,22.7,6.981923,7.0,1.7,19.0,0.3719723183391003,0.38235294117647056,1.8544981
v286_rs_4_n0,7.2522845,0.8,20.7,5.899561,3.9,1.3,15.6,0.5429362880886427,0.139196675900277,1.887119
v657_ss_4_n0,3.6846533,0.8,13.1,2.1802585,3.3,1.4,6.0,0.8391836734693877,0.0,1.4208981
v247_rs_3_n0,3.5826175,0.8,15.0,1.9863163,3.3,1.4,5.9,0.8289473684210527,0.0,1.3602494
v2129_ss_3_n0,5.119347,0.8,14.1,2.882441,4.8,1.5,8.9,0.5126530612244898,0.0,1.205551
v369_ss_0_n0,11.613585,0.8,27.7,9.190186,8.0,1.5,24.319994,0.38714390065741416,0.3798392987582177,3.0556612
v2_ss_1_n0,9.755,0.8,22.1,7.045079,7.2,1.5,18.8,0.41888888888888887,0.38666666666666666,2.0108888
v648_rs_4_n0,7.3854165,0.8,18.7,4.9903297,5.8,1.6,14.5,0.4537037037037037,0.07561728395061729,1.6513889
v592_rs_4_n0,5.50935,0.8,15.2,3.0437713,5.3,1.6,9.5,0.4813732651570489,0.0007304601899196494,1.6033602
v752_rs_1_n0,11.227684,0.8,28.4,11.322301,3.6,1.3,26.919994,0.587289992695398,0.3681519357195033,1.2287802
v2144_ss_0_n0,10.781888,0.8,25.1,7.7417355,8.2,1.5,21.0,0.34566326530612246,0.4005102040816326,2.7540815
v578_rs_2_n0,11.448117,0.8,25.1,8.031961,9.5,1.7,22.119995,0.3314967860422406,0.4067952249770432,2.5774102
v916_rs_1_n0,11.851604,0.8,26.9,10.710287,4.8,1.2,25.4,0.5077288941736029,0.4280618311533888,1.5129608
v1840_rs_1_n0,8.691406,0.8,19.4,6.271426,6.25,1.1500001,16.7,0.4609375,0.2421875,1.3703125
v449_ss_2_n0,5.107519,0.8,19.1,3.1429844,5.0,1.4,9.269995,0.494140625,0.005859375,1.6814454
v818_rs_2_n0,8.829437,0.8,27.4,5.6779985,8.45,1.7,15.8,0.3575,0.144375,3.019625
v508_ss_0_n0,3.482041,0.8,13.8,2.0058537,3.0,1.5,6.0,0.8448979591836735,0.0,1.2945305
v341_rs_1_n0,9.499737,0.8,25.5,7.5841117,6.8,1.3,20.2,0.4286653517422748,0.33859303090072324,2.8182776
v174_ss_0_n0,3.192128,0.8,8.6,1.3319271,3.2,1.4,4.9,0.9091695501730104,0.0,0.7306228
v1767_ss_0_n0,2.463712,0.8,7.4,1.0956533,2.3,1.1300004,3.8,0.9653739612188366,0.0,0.76454294
v21_rs_0_n0,9.467864,0.8,23.3,6.338533,11.8,1.3,16.72,0.3761814744801512,0.20415879017013233,2.4449906
v530_ss_3_n0,8.180933,0.8,20.8,4.928098,8.2,1.6,14.020001,0.32510288065843623,0.07544581618655692,1.6019205
v1874_ss_2_n0,12.962756,0.8,28.8,12.075166,4.45,1.1,27.6,0.5102040816326531,0.4362244897959184,1.5535715
v73_rs_3_n0,7.360417,0.8,18.3,4.466157,7.3,1.6,13.3,0.3541666666666667,0.0625,2.2291667
v327_rs_4_n0,8.265197,0.8,22.5,5.5333076,6.8,1.4,15.2,0.4049586776859504,0.11386593204775022,2.2031221
v867_rs_0_n0,7.741199,0.8,18.0,6.0723486,3.9,1.3,15.3,0.5497448979591837,0.1326530612244898,0.8645408
v2060_ss_1_n0,9.444058,0.8,22.4,6.9297953,6.5,1.5,18.8,0.4058641975308642,0.3618827160493827,2.1304011
v217_rs_3_n0,11.8375,0.8,26.6,9.463271,7.55,1.5,24.9,0.37962962962962965,0.37962962962962965,2.6095679
v1997_rs_2_n0,6.887721,0.8,19.4,4.563347,6.2,1.4,12.8,0.4578563995837669,0.027055150884495317,2.262435
v429_rs_1_n0,3.4314442,0.8,12.2,1.7982956,3.2,1.4,5.7,0.8666666666666667,0.0,1.13
v757_ss_3_n0,4.331053,0.8,16.3,2.6551802,4.0,1.5,7.4,0.6882807852468769,0.00594883997620464,1.7926235
v727_ss_1_n0,9.250207,0.8,23.7,7.0759983,6.1,1.7,19.8,0.4199380165289256,0.3130165289256198,2.710744
v886_rs_0_n0,10.980103,0.8,28.8,7.9541364,8.1,1.7,22.0,0.34183673469387754,0.38095238095238093,3.4853742
v589_rs_1_n0,6.8496714,0.8,19.6,4.583046,5.3,1.5,13.2,0.48575602629656683,0.02191380569758948,1.7881665
v674_rs_1_n0,4.0628805,0.8,17.3,2.4678893,3.7,1.4,7.0,0.7583102493074793,0.0034626038781163434,1.7684212
v657_ss_3_n0,4.625692,0.8,18.4,2.6902664,4.2,1.6,7.9,0.6626297577854672,0.006920415224913495,1.950692
v602_rs_0_n0,14.033333,0.8,29.9,11.762409,7.6,1.5800003,29.0,0.39026629935720847,0.418732782369146,2.375941
v514_rs_3_n0,13.183448,0.8,30.8,11.718277,7.2,1.5,30.1,0.3701814058956916,0.3435374149659864,2.154195
v2009_ss_1_n0,1.7641976,0.8,3.6,0.71462816,1.7,0.8,2.7,1.0,0.0,0.21481481
v178_ss_1_n0,1.6839508,0.8,3.6,0.728851,1.6,0.8,2.6,1.0,0.0,0.20246911
v439_rs_4_n0,7.576074,0.8,19.5,5.1092978,6.1,1.5,14.5,0.44140625,0.08203125,1.9951172
v479_rs_0_n0,15.610886,0.8,29.4,10.550173,20.1,1.6,27.3,0.30385487528344673,0.5351473922902494,1.8857142
v1889_ss_1_n0,10.519897,0.8,24.3,9.681729,3.55,0.8,21.8,0.5153061224489796,0.45918367346938777,0.5010204
v470_ss_0_n0,3.829013,0.8,17.6,2.4344418,3.3,1.4,6.5,0.7942925089179548,0.0035671819262782403,1.441617
v660_ss_3_n0,5.9945307,0.8,20.0,3.6124425,6.3,1.2,10.4,0.40816326530612246,0.017959183673469388,2.2463672
v692_rs_4_n0,12.696192,0.8,28.1,9.351069,8.9,1.8,24.9,0.2890625,0.4130859375,2.3306642
v1739_ss_0_n0,3.3725,0.8,15.8,2.3252192,2.8,1.3,6.2,0.846875,0.0025,1.6947501
v2033_rs_2_n0,15.030365,0.8,30.0,11.622483,11.35,1.3499999,28.7,0.3235294117647059,0.45588235294117646,2.112284
v458_ss_3_n0,2.051348,0.8,5.1,0.7952686,1.9,1.1,3.1,0.9980276134122288,0.0,0.33280736
v2087_ss_2_n0,13.913993,0.8,29.6,11.98505,5.8,1.3,28.1,0.43621399176954734,0.4444444444444444,1.3670781
v887_ss_2_n0,10.016858,0.8,25.9,6.7498536,8.9,1.8,18.8,0.3600416233090531,0.3340270551508845,2.6526537
v648_ss_0_n0,10.227514,0.8,23.2,7.732488,7.5,1.3,19.95,0.4245562130177515,0.43047337278106507,2.1526628
v825_ss_0_n0,7.7222223,0.8,20.7,5.7256246,5.1,1.4,15.6,0.49403122130394855,0.1248852157943067,1.7977961
v931_rs_3_n0,7.7222223,0.8,20.7,5.7256246,5.1,1.4,15.6,0.49403122130394855,0.1248852157943067,1.7977961
v934_rs_1_n0,9.102008,0.8,24.5,5.8339443,8.0,1.8,16.5,0.32271468144044324,0.2126038781163435,2.8170362
v963_ss_4_n0,14.230364,0.8,29.1,10.600428,11.05,1.7,27.8,0.2837370242214533,0.42214532871972316,2.6794116
v2062_rs_2_n0,10.415571,0.8,26.9,9.492367,4.1,1.2,23.2,0.5337370242214533,0.3892733564013841,2.003806
v251_rs_2_n0,12.515335,0.8,29.0,10.863801,6.8,1.4800003,26.9,0.4398530762167126,0.39669421487603307,2.050689
v382_rs_4_n0,4.2813334,0.8,13.8,2.5641646,3.7,1.2,7.4,0.5566666666666666,0.0,0.8937778
v1982_rs_3_n0,8.691512,0.8,22.5,5.9405093,6.5,1.8,16.3,0.4089506172839506,0.19830246913580246,2.1953704
v436_rs_0_n0,1.6308641,0.8,3.3,0.66641515,1.6,0.8,2.5,1.0,0.0,0.20987654
v2058_ss_4_n0,10.569876,0.8,25.4,8.684999,5.6,1.6,22.4,0.44321329639889195,0.3684210526315789,2.1441827
v70_rs_1_n0,10.858518,0.8,28.9,9.372829,5.2,1.5,24.1,0.4959437533802055,0.4094104921579232,2.835046
v336_ss_3_n0,7.699375,0.8,20.9,4.4143414,8.1,1.8,12.9,0.37460978147762747,0.030176899063475548,2.1383975
v225_ss_2_n0,4.2341223,0.8,17.4,2.543299,4.0,1.3,7.1,0.7028571428571428,0.004081632653061225,1.6143674
v1823_ss_3_n0,9.05409,0.8,24.9,5.3072205,9.4,1.9,15.9,0.2824074074074074,0.12962962962962962,3.5405865
v293_rs_3_n0,12.927333,0.8,28.0,9.584253,9.45,1.9900001,24.8,0.3466666666666667,0.4388888888888889,2.1542222
v577_rs_2_n0,10.945062,0.8,23.8,6.9452324,9.7,2.0,20.4,0.26693877551020406,0.38285714285714284,2.6127348
v692_rs_3_n0,11.712402,0.8,25.2,8.33226,10.5,1.8,22.3,0.3359375,0.4169921875,2.3072264
v394_ss_0_n0,6.260665,0.8,22.4,4.439852,5.3,1.5,12.769995,0.4556786703601108,0.05886426592797784,3.3540163
v289_ss_3_n0,11.650866,0.8,25.9,8.641099,8.4,1.8,22.9,0.3468858131487889,0.3944636678200692,2.551903
v1961_ss_4_n0,12.980566,0.8,29.0,10.910099,6.6,1.4,26.6,0.431640625,0.431640625,2.5283203
v626_ss_1_n0,3.7359376,0.8,14.5,2.0637963,3.3,1.5,6.5,0.8017578125,0.0,1.3273438
v2083_ss_0_n0,6.8110805,0.8,19.2,3.961611,6.8,1.8,12.0,0.40443213296398894,0.02077562326869806,2.3060942
v2099_ss_3_n0,13.019824,0.8,27.7,9.894207,9.0,1.5,25.3,0.322265625,0.427734375,2.550586
v1922_rs_1_n0,13.543828,0.8,30.1,10.891467,9.5,1.4,28.2,0.3441358024691358,0.4097222222222222,3.149074
v1863_rs_0_n0,2.7839506,0.8,6.7,1.5150648,2.7,0.8,5.0,0.8888888888888888,0.0,0.9407407
v512_rs_3_n0,7.4606786,0.8,21.9,4.149162,7.8,1.6,12.2,0.27067221891731114,0.045211183819155266,2.348364
v487_ss_4_n0,11.797223,0.8,27.1,9.571995,7.45,1.4,25.4,0.38605442176870747,0.38038548752834467,3.2726758
v536_ss_3_n0,6.610942,0.8,15.6,3.922503,6.0,1.6,12.169995,0.4224376731301939,0.004847645429362881,1.8238227
v976_ss_0_n0,10.244571,0.8,23.6,8.078915,6.4,1.5,21.5,0.4310204081632653,0.3853061224489796,2.3062856
v2057_ss_1_n0,11.604161,0.8,24.9,8.293534,9.3,1.6,22.1,0.351961950059453,0.4304399524375743,2.2818074
v514_rs_1_n0,6.5322714,0.8,15.7,3.5846813,6.7,1.6,11.1,0.38227146814404434,0.0034626038781163434,1.6991689
v1903_rs_2_n0,1.5864197,0.8,3.8,0.6697619,1.5,0.8,2.4,1.0,0.0,0.2
v1876_ss_4_n0,9.18192,0.8,24.3,7.922029,4.3,1.2,19.9,0.5259515570934256,0.3892733564013841,1.6562284
v855_ss_0_n0,5.5263114,0.8,17.3,2.8097594,5.55,1.8,8.95,0.4097222222222222,0.005401234567901234,1.698611
v985_rs_1_n0,8.380177,0.8,22.5,5.6016674,7.05,1.6,15.5,0.4091796875,0.1376953125,1.9154297
v509_rs_4_n0,13.520083,0.8,29.8,11.718207,6.3,1.6,28.2,0.45265348595213317,0.4183142559833507,1.8347555
v2042_ss_4_n0,11.073726,0.8,24.7,8.1553955,7.5,1.7,21.4,0.38137755102040816,0.4362244897959184,1.8387755
v2067_rs_4_n0,13.707129,0.8,29.7,11.398589,7.8,1.4,27.9,0.3857421875,0.427734375,2.5658205
v1810_rs_4_n0,12.373597,0.8,28.0,8.646356,12.35,1.4,22.1,0.336734693877551,0.4732142857142857,2.9410715
v1752_ss_1_n0,3.0811226,0.8,8.7,1.2988322,3.0,1.4,4.8,0.9158163265306123,0.0,0.89642864
v1873_ss_1_n0,12.501633,0.8,27.9,10.495858,7.1,1.6,26.2,0.41877551020408166,0.38857142857142857,2.0631838
v527_rs_1_n0,3.218945,0.8,11.8,1.8195908,2.9,1.2,5.7,0.865234375,0.0,1.3300781
v1909_ss_3_n0,4.7982554,0.8,18.7,3.705904,3.9,1.1,10.3,0.6299357208448118,0.02295684113865932,2.761616
v1839_rs_0_n0,13.431123,0.8,27.9,10.266493,8.65,1.7,25.5,0.3852040816326531,0.45918367346938777,1.8229593
v2012_rs_4_n0,10.977222,0.8,23.9,7.49394,9.6,1.6,20.309998,0.3,0.43555555555555553,2.5357778
v186_rs_1_n0,7.3820066,0.8,18.0,4.545701,6.7,1.6,13.7,0.35726643598615915,0.04498269896193772,1.9380624
v1865_ss_1_n0,2.197531,0.8,5.2,1.093186,2.1,0.8,3.7,0.9876543209876543,0.0,0.6222221
v1857_ss_1_n0,2.608642,0.8,6.0,1.3694369,2.6,0.8,4.6,0.9382716049382716,0.0,0.80740744
v95_rs_2_n0,4.1626735,0.8,19.9,3.3543625,3.4,1.2,8.6,0.7655222790357925,0.022644265887509132,2.3075237
v392_rs_2_n0,13.980975,0.8,27.8,9.531343,11.6,1.8,25.5,0.25921521997621877,0.4470868014268728,2.097027
v1894_rs_0_n0,2.816889,0.8,9.4,1.3569752,2.8,1.1,4.4099975,0.9344444444444444,0.0,0.8231112
v942_rs_1_n0,13.020817,0.8,27.6,9.694781,9.6,1.8,25.8,0.3142857142857143,0.4048979591836735,2.7590203
v280_rs_2_n0,9.661328,0.8,25.1,7.3701434,9.15,1.0,18.05,0.42578125,0.35546875,1.8554688
v663_rs_0_n0,10.139298,0.8,23.7,6.0767136,9.3,1.9,18.1,0.25858290723155586,0.2841490138787436,2.3425858
v328_rs_3_n0,11.892797,0.8,28.1,10.13102,6.6499996,1.4,26.1,0.39473684210526316,0.3649584487534626,2.3332412
v638_ss_4_n0,3.1677473,0.8,14.7,2.2401693,2.5,1.2,6.2,0.8441358024691358,0.0,1.5558642
v1932_rs_2_n0,10.518274,0.8,23.3,7.24386,8.6,1.7,20.0,0.34710743801652894,0.3939393939393939,2.569697
v2004_ss_0_n0,10.675942,0.8,24.4,8.637687,6.3,1.4,21.8,0.4444444444444444,0.4003673094582185,1.8459139
v81_ss_1_n0,15.442,0.8,30.1,10.854039,13.55,1.8,28.7,0.260625,0.47625,3.2475
v201_rs_2_n0,12.667672,0.8,27.0,9.082542,9.9,1.6,24.4,0.30122448979591837,0.4293877551020408,2.8393471
v826_rs_0_n0,8.542975,0.8,27.6,10.537041,2.0,0.8,25.0,0.6942148760330579,0.2975206611570248,0.64958674
v396_ss_0_n0,13.726014,0.8,28.2,10.285264,9.8,1.7,26.6,0.29864724245577523,0.4183142559833507,2.2079082
v583_ss_2_n0,2.620242,0.8,10.1,1.3397652,2.3,1.2,4.3,0.9368512110726643,0.0,0.984083
v1720_rs_4_n0,3.4364512,0.8,18.6,3.0142431,2.5,1.3,6.769995,0.8673469387755102,0.013038548752834467,1.876304
v408_ss_0_n0,8.809061,0.8,22.3,6.7046285,5.7,1.5,17.9,0.46530612244897956,0.30612244897959184,2.3270204
v1869_ss_2_n0,10.4289255,0.8,26.5,9.706282,3.7,1.3,23.519995,0.5546372819100092,0.39669421487603307,1.5623507
v2113_rs_1_n0,5.6983466,0.8,19.1,3.823967,5.3,1.3,10.269999,0.46487603305785125,0.03512396694214876,2.301653
v2081_rs_3_n0,5.461143,0.8,24.1,3.821378,4.6,1.6,10.2,0.5542857142857143,0.035918367346938776,2.8879998
v369_ss_2_n0,4.8274837,0.8,15.2,2.3632588,4.8,1.7,7.7,0.5163593099345628,0.000594883997620464,1.5626411
v1975_ss_0_n0,10.26748,0.8,25.2,8.966286,4.5,1.4,22.8,0.5205078125,0.404296875,2.0330079
v467_ss_3_n0,12.515335,0.8,29.0,10.863801,6.8,1.4800003,26.9,0.4398530762167126,0.39669421487603307,2.050689
v2104_ss_1_n0,2.8878367,0.8,11.5,1.7240505,2.5,1.2,4.7,0.9110204081632653,0.0,1.2620409
v33_rs_3_n0,14.840696,0.8,30.9,10.571225,11.4,2.4,29.0,0.23865877712031558,0.43326758711374097,2.9566076
v503_rs_0_n0,7.163227,0.8,19.6,4.409254,7.2,1.3,12.7,0.39473684210526316,0.0221606648199446,2.7164822
v1954_rs_4_n0,4.0916734,0.8,10.2,1.8662884,3.9,1.7,6.5,0.7085714285714285,0.0,1.4852244
v1994_rs_1_n0,9.428616,0.8,22.3,7.116976,6.7,1.4,19.0,0.4474505723204995,0.3506763787721124,2.3398545
v1870_ss_1_n0,14.073484,0.8,27.8,8.590874,14.8,2.2,24.4,0.21521997621878716,0.4958382877526754,2.6287751
v894_ss_4_n0,3.2404957,0.8,13.2,1.7849653,2.9,1.3,5.3,0.8751147842056933,0.0,1.1087235
v409_rs_2_n0,5.5640817,0.8,20.2,3.7083557,5.5,1.2,10.5,0.4310204081632653,0.02122448979591837,2.4986124
v254_rs_2_n0,6.52432,0.8,22.2,4.1845226,5.95,1.5,12.2,0.45068027210884354,0.024376417233560092,2.4393425
v2059_ss_3_n0,10.996245,0.8,25.0,8.06158,8.0,1.8,21.9,0.3616326530612245,0.39183673469387753,2.5802448
v1810_rs_0_n0,3.591592,0.8,13.4,2.1012113,3.4,1.2,6.0,0.8163265306122449,0.0,1.2439184
v179_rs_2_n0,12.772716,0.8,29.3,11.061581,7.1499996,1.6,28.3,0.407202216066482,0.3649584487534626,2.4512465
v336_ss_0_n0,9.773271,0.8,22.7,6.981923,7.0,1.7,19.0,0.3719723183391003,0.38235294117647056,1.8544981
v31_rs_2_n0,3.2558749,0.8,11.2,1.6466225,3.0,1.3,5.3099976,0.8725,0.0,1.2527499
v1895_ss_3_n0,2.6804898,0.8,9.6,1.4666368,2.3,1.2,4.8,0.9077551020408163,0.0,1.0122449
v706_rs_0_n0,2.651102,0.8,7.7,1.1430575,2.5,1.2400001,4.2,0.9567346938775511,0.0,0.75167346
v1921_rs_1_n0,3.4141004,0.8,16.2,2.5680597,2.75,1.1,6.5,0.8460207612456747,0.0034602076124567475,1.7866781
v1782_ss_1_n0,14.536572,0.8,30.7,11.334165,9.5,1.9,29.259998,0.29061224489795917,0.4089795918367347,2.1585307
v174_rs_1_n0,13.044118,0.8,27.8,9.34977,9.5,1.8,25.0,0.27854671280276816,0.42301038062283736,2.1432526
v2002_rs_3_n0,3.9053254,0.8,12.0,1.961444,3.6,1.7,6.5,0.7606837606837606,0.0,1.6042078
v1793_rs_1_n0,6.832667,0.8,17.2,3.7329435,7.4,1.6,11.5,0.36333333333333334,0.014444444444444444,1.4706665
v238_ss_2_n0,12.515335,0.8,29.0,10.863801,6.8,1.4800003,26.9,0.4398530762167126,0.39669421487603307,2.050689
v382_rs_0_n0,4.5825195,0.8,12.7,2.3656223,4.6,1.5,7.5,0.541015625,0.0,1.3416016
v1847_ss_1_n0,6.7901745,0.8,17.5,4.384402,6.3,1.5,12.8,0.4527089072543618,0.021120293847566574,2.3755739
v989_ss_1_n0,2.422022,0.8,10.7,1.176307,2.2,1.2,3.6,0.9563711911357341,0.0,0.8058172
v521_ss_2_n0,6.966406,0.8,20.7,5.4400444,4.6499996,1.2,14.4,0.51953125,0.0751953125,1.5839844
v1920_ss_3_n0,12.837455,0.8,27.0,9.898758,8.2,1.6,25.2,0.3745541022592152,0.43638525564803804,2.3307967
v493_rs_3_n0,6.956889,0.8,17.1,4.7798405,4.7,1.4,13.2,0.5122222222222222,0.016666666666666666,1.2822223
v485_rs_2_n0,3.3148284,0.8,12.4,1.8820689,3.0,1.2,5.8,0.8407596785975164,0.0,1.255515
v714_rs_2_n0,3.5962539,0.8,11.4,1.7405151,3.5,1.3,5.6,0.8324661810613944,0.0,1.1050988
v421_ss_2_n0,11.614041,0.8,26.0,9.18421,8.1,1.4,23.8,0.4,0.38693877551020406,2.5198367
v1761_rs_3_n0,4.5985394,0.8,19.5,3.710719,3.5,1.2,10.319995,0.6961285609934259,0.027757487216946677,2.807597
v997_rs_2_n0,13.917346,0.8,27.7,10.027853,10.85,1.8,26.3,0.29464285714285715,0.45663265306122447,2.4489796
v201_ss_1_n0,4.069676,0.8,16.8,2.5568502,3.5,1.4,7.45,0.7569444444444444,0.0038580246913580245,1.8927469
v624_rs_0_n0,1.8358024,0.8,3.7,0.7905786,1.8,0.8,2.8,1.0,0.0,0.24444443
v462_ss_2_n0,11.964486,0.8,28.3,9.909455,7.1,1.8,25.5,0.3902439024390244,0.3557406305770375,2.1842952
v2074_ss_3_n0,8.3222065,0.8,24.2,5.965313,6.3,1.5,17.219995,0.435354273192111,0.1862673484295106,2.8489408
v387_ss_2_n0,9.479882,0.8,26.1,7.284266,7.2,1.3,19.1,0.40433925049309666,0.3320184089414859,3.1180804
v803_rs_2_n0,14.37686,0.8,30.0,11.187377,9.6,1.7,28.8,0.29843893480257117,0.411386593204775,2.4822772
v386_ss_3_n0,3.8991125,0.8,18.0,2.4996328,3.5,1.3,6.3,0.8180473372781065,0.005917159763313609,1.4337279
v298_ss_2_n0,8.769114,0.8,22.4,6.1637807,6.4,1.8,16.8,0.41412742382271467,0.25277008310249305,2.3207755
v902_ss_2_n0,15.816873,0.8,29.3,10.858634,13.7,2.1,28.2,0.24417009602194786,0.48010973936899864,1.6611797
v1813_ss_3_n0,12.973534,0.8,29.4,11.232924,6.6,1.6,28.0,0.4035493827160494,0.3757716049382716,1.5983024
v660_rs_0_n0,5.559895,0.8,15.0,3.0599287,5.9,1.4,9.3,0.44970414201183434,0.0,1.9221566
v1970_ss_2_n0,7.315184,0.8,24.0,4.546085,6.9,1.5,13.6,0.2914285714285714,0.06938775510204082,3.3944492
v1918_rs_2_n0,11.1682415,0.8,24.9,9.362391,6.0,1.0,22.4,0.4896030245746692,0.4763705103969754,1.8646504
v268_rs_3_n0,6.662259,0.8,17.6,3.9384754,6.5,1.5,11.9,0.4214876033057851,0.011937557392102846,1.7061524
v879_ss_1_n0,13.908887,0.8,29.9,11.5653515,7.55,1.7,28.7,0.365234375,0.4072265625,1.8470702
v329_ss_1_n0,1.7728395,0.8,3.4,0.7395381,1.8,0.8,2.8,1.0,0.0,0.24691358
v690_rs_0_n0,11.441929,0.8,26.9,8.78108,8.3,1.4,23.8,0.3535427319211103,0.40175310445580714,3.6011686
v379_rs_4_n0,11.023599,0.8,26.0,6.833051,11.4,1.9800003,19.3,0.27915518824609736,0.39669421487603307,2.8354454
v949_ss_4_n0,14.986768,0.8,27.4,10.112981,17.6,1.4,25.819998,0.28544423440453687,0.5236294896030246,2.152741
v2133_rs_3_n0,12.199674,0.8,26.9,9.313423,8.3,1.7,24.3,0.3526530612244898,0.39102040816326533,2.0359185
v1858_ss_0_n0,7.849383,0.8,18.5,5.7435694,4.7,1.4,15.5,0.5185185185185185,0.1262002743484225,1.0540466
v1928_rs_0_n0,1.6370369,0.8,3.3,0.67958677,1.5,0.8,2.6,1.0,0.0,0.13827161
v255_rs_3_n0,9.06946,0.8,24.3,5.564247,8.85,1.6,16.0,0.29986149584487537,0.17520775623268697,3.1959834
v1831_ss_0_n0,11.988995,0.8,29.9,10.8678,5.4,1.5,27.6,0.46519928613920286,0.3682331945270672,2.7004163
v367_ss_4_n0,10.621476,0.8,25.2,7.9609904,7.4,1.8,22.3,0.36287923854848303,0.3599048185603807,3.1408684
v363_rs_4_n0,7.5840034,0.8,21.3,5.9953227,4.4,1.3,16.2,0.5297783933518005,0.16966759002770082,2.1771467
v364_rs_1_n0,4.6108027,0.8,18.3,2.9156175,4.2,1.6,7.8500004,0.6705246913580247,0.014660493827160493,1.7959875
